RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract�
covidestim: COVID-19 nowcasting https://t.co/WrqpdbNmRu 2 weeks to flatten the curve? https://t.co/f4Ydg90xpr
Canadian inflation hit a new three-decade high in January, heaping more pressure on the Bank of Canada to raise int� https://t.co/vsKOIU06d2
2022-02-17 18:16:05+00:00,b'Stacker compiled a list of counties with the highest COVID-19 infection rates in Virginia using data from U.S. Depa\xe2\x80\xa6 https://t.co/k8KwpRGwlX'
2022-02-17 18:16:05+00:00,b'Stacker compiled a list of counties with the highest COVID-19 infection rates in Virginia using data from U.S. Depa\xe2\x80\xa6 https://t.co/5ALyD3dRvK'
2022-02-17 18:16:05+00:00,b'@Reuters_Health COVID 19. STARTED IN THE YEAR OF 2019. Certificate OF Vaccination ID = COVID 19\nIS A WORLD WIDE SCA\xe2\x80\xa6 https://t.co/FHlHP5ISxr'
2022-02-17 18:16:05+00:00,b'Stacker compiled a list of counties with the highest COVID-19 infection rates in Virginia using data from U.S. Depa\xe2\x80\xa6 https://t.co/bum0X5nRi3'
2022-02-17 18:16:05+00:00,"b'RT @BenBradleyTV: In the past 4 weeks, @ChiPublicHealth says unvaccinated people had a 7.7X higher risk of dying from Covid-19 than people\xe2\x80\xa6'"
2022-02-17 18:16:05+00:00,"b'RT @MdBreathe: The conundrum of informed consent - a physician in the PMG (""Physician Mom Group"") Covid-19 Facebook group has noticed a hug\xe2\x80\xa6'"
2022-02-17 18:16:05+00:00,"b'As COVID-19 case counts trend lower, Carlisle Area School District plans to go mask optional effective Feb. 28. Mas\xe2\x80\xa6 https://t.co/riLUPdnusF'"
2022-02-17 18:16:05+00:00,b'RT @CambMA: DYK every home in the U.S. is eligible to order 4 free at-\xe2\x81\xa0home COVID-\xe2\x81\xa019 tests. The tests are completely free and provided by\xe2\x80\xa6'
2022-02-17 18:16:04+00:00,b'COVID-19 dominates as women share their pandemic experiences\n\n\xe2\x80\x98And remembering to breathe\xe2\x80\x99 \xe2\x80\x93 delegates detail the a\xe2\x80\xa6 https://t.co/5hDTHfKHY3'
2022-02-17 18:16:03+00:00,"b'COVID test available tomorrow at CVS (5500 N Macarthur Blvd, Irving, TX 75038) at 10:30AM 11:15AM 11:30AM 12:00PM 1\xe2\x80\xa6 https://t.co/zj24k2GWpO'"
2022-02-17 18:16:03+00:00,b'WHO says quarantine can be shortened in places with high Covid-19 cases https://t.co/mUiXaCvyJX'
2022-02-17 18:16:03+00:00,"b'RT @ABC: Hong Kong recorded another record daily high of new COVID-19 cases, as the city battles its worst outbreak since the pandemic bega\xe2\x80\xa6'"
2022-02-17 18:16:03+00:00,b'RT @FCDOtravelGovUK: #Dominican Republic Updated information on entry requirements and COVID-19 measures (\xe2\x80\x98Entry Requirements and Coronavir\xe2\x80\xa6'
2022-02-17 18:16:02+00:00,"b'RT @BenBradleyTV: .@ChiPublicHealth is now posting more Covid data on its website, including this chart comparing hospitalizations among th\xe2\x80\xa6'"
2022-02-17 18:16:02+00:00,b'California Rolls Out New COVID-19 Supplemental Paid Sick Leave for 2022 https://t.co/xX0L7XjZGL'
2022-02-17 18:16:02+00:00,b'RT @SirikaliYaKenya: @mukoya_aywah @WanjeriNderu @AmKenyan_ @MOH_Kenya @wmnjoya @WanjikuRevolt @AKtivistBecky @JerotichSeii @JeremyMutiso @\xe2\x80\xa6'
2022-02-17 18:16:02+00:00,b'Learn more about COVID-19 Myth vs. Fact in this TX RPC report: https://t.co/xdtu2NyQu2 https://t.co/zI8dyUvB4V'
2022-02-17 18:16:00+00:00,"b'RT @pewresearch: Among teleworking parents whose workplaces are open and who have at least one child younger than 18, 32% say child care is\xe2\x80\xa6'"
2022-02-17 18:16:00+00:00,b'RT @1027KIISFM: Wishing you a speedy recovery #V \xf0\x9f\x99\x8f \xe2\x9d\xa4\xef\xb8\x8f https://t.co/WPSXEx8I4x'
2022-02-17 18:16:00+00:00,"b'COVID-19 has exacerbated almost every inequity in Indian Country, but Tribes are now using data sovereignty to comb\xe2\x80\xa6 https://t.co/xXHsr9nxEk'"
2022-02-17 18:15:59+00:00,b'RT @Parsifaler: 1) A UNIFYING THEORY OF COVID-19 PATHOLOGY: THE SPIKE PROTEIN AS SCLEROTHERAPEUTIC\nTRANSFORMING THE VASCULATURE INTO SCAR T\xe2\x80\xa6'
2022-02-17 18:15:59+00:00,b'RT @ScotParl: The COVID-19 Recovery Committee is seeking your views on the Coronavirus (Recovery and Reform) Bill.\n\nThey will work with @SP\xe2\x80\xa6'
2022-02-17 18:15:59+00:00,b'RT @wmiddelkoop: Excuse me?\n\nDoesn\xe2\x80\x99t pass the small test!\n\nPfizer drops India vaccine application after regulator seeks local trial | Reute\xe2\x80\xa6'
2022-02-17 18:15:58+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"
2022-02-17 18:15:58+00:00,b'New data from our #COVID19 #BusinessTracker survey results revealed businesses in \xf0\x9f\x87\xac\xf0\x9f\x87\xad continue to recover from the s\xe2\x80\xa6 https://t.co/sR4E9C1qcF'
2022-02-17 18:15:56+00:00,b'RT @MollieeWalkerr: #NYR Patrik Nemeth goes on injured reserve with lingering effects of COVID-19 \xe2\xac\x87\xef\xb8\x8f\n\nhttps://t.co/usWRYXOt1q via @nypostsp\xe2\x80\xa6'
2022-02-17 18:15:56+00:00,"b'RT @schoolnurses: Don\'t miss NASN\'s executive director, Donna Mazyck\'s guest blog! ""In addition to our #publichealth partners, #schoolnurse\xe2\x80\xa6'"
2022-02-17 18:15:55+00:00,"b""RT @ChildrensNatl: Dr. Lee Savio Beers of Children's National Hospital explains what parents need to know about about heart inflammation, C\xe2\x80\xa6"""
2022-02-17 18:15:55+00:00,"b'RT @CBCMoncton: Loosening mandates, poor messaging slowing N.B. child vaccine rate, experts say | CBC News https://t.co/xT9cS8DqaM'"
2022-02-17 18:15:55+00:00,b'@JoeBiden There is a prominent French Nobel Prize winner on Virology said that the Covid-19 mRNA vaccines are deadly to humans'
2022-02-17 18:15:54+00:00,b'RT @EssexPR: Vaccinate the vulnerable turned into vaccinate anything that moves.\nIt was either the plan from the off and they lied or they\xe2\x80\xa6'
2022-02-17 18:15:54+00:00,"b""RT @W_Asherah: These are some Long Covid symptoms. There's wild estimates out there and one I've seen a lot is around 10% to 30% of people\xe2\x80\xa6"""
2022-02-17 18:15:54+00:00,b'RT @EP_Transport: \xf0\x9f\x86\x95COVID-19: MEPs prolonged relief measures for rail \xf0\x9f\x9b\xa4\xef\xb8\x8f. Read more \xf0\x9f\x91\x87\nhttps://t.co/AQ13ry9QWY'
2022-02-17 18:15:53+00:00,"b'RT @Undergroundcou1: Holy shit, not good.  Myocarditis, Pulmonary Hemorrhage, and Extensive Myositis with Rhabdomyolysis 12 Days After Firs\xe2\x80\xa6'"
2022-02-17 18:15:52+00:00,"b""Sharing this 2021 column again for @elonmusk's sake:\n\nThe troubling Nazi-fication of #COVID19 discourse, by\xe2\x80\xa6 https://t.co/a0leGSio40"""
2022-02-17 18:15:51+00:00,"b""RT @WHO: Getting vaccinated against #COVID19 helps protect you from getting sick. As soon as it's your turn, take your vaccine!\n\nAll approv\xe2\x80\xa6"""
2022-02-17 18:15:50+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"
2022-02-17 18:15:50+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'
2022-02-17 18:15:49+00:00,b'RT @vubblePOP: \xf0\x9f\x87\xa9\xf0\x9f\x87\xaa\xf0\x9f\xa6\xa0\xf0\x9f\x98\xb7\n\nCOVID-19: Germany to ease most COVID measures by March 20 https://t.co/nULbTAUqmh via @dwnews \n\n#Germany #COVID19 #COV\xe2\x80\xa6'
2022-02-17 18:15:49+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"
2022-02-17 18:15:48+00:00,b'RT @BillBlair: We\xe2\x80\x99ve approved a Request for Federal Assistance from @ongov for Attawapiskat First Nation. @CanadianForces Rangers will acti\xe2\x80\xa6'
2022-02-17 18:15:48+00:00,"b'RT @alifeofinsanity: SARS CoV-2, the virus that causes Covid19, enters the body through the nose or mouth then takes root\n\nWhat if it can n\xe2\x80\xa6'"
2022-02-17 18:15:47+00:00,b'RT @SouthernU_BR: SU is the first stop for Green Enterprise\xe2\x80\x99s College to Career initiative tour. The inaugural event is Feb. 18-19 at the @\xe2\x80\xa6'
2022-02-17 18:15:44+00:00,b'Regulator approves emergency use of MSD\xe2\x80\x99s Covid-19 pill https://t.co/AvIMd8DPmn'
2022-02-17 18:15:43+00:00,"b""RT @Smashit151: @Parents_Utd @DmodosCutter @NHSSTAFFCOVID19 @UKActionteam @LongCovidKids @TigressEllie @redflag3rd hmm..wasn't the supposed\xe2\x80\xa6"""
2022-02-17 18:15:41+00:00,b'Opinion: COVID-19 cases: Letters https://t.co/SaH8PBbRol https://t.co/7Skj10Vxmz'
2022-02-17 18:15:41+00:00,b'RT @billboard: Yeonjun of K-pop group TOMORROW x TOGETHER has tested positive for COVID-19.  https://t.co/OjCI9RNVrs'
2022-02-17 18:15:40+00:00,"b'Sajid Javid: Support for 500,000 Immunocompromised People for whom Covid-19 remains a significant risk - Sign the P\xe2\x80\xa6 https://t.co/TGoUUdFHXK'"
2022-02-17 18:15:40+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"
2022-02-17 18:15:39+00:00,"b'RT @RepThomasMassie: Thank you to @RepMikeJohnson for cosponsoring HR 3860, legislation I introduced to prevent members of the Armed Forces\xe2\x80\xa6'"
2022-02-17 18:15:39+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'
2022-02-17 18:15:38+00:00,b'RT @womapodolchuk: Let\xe2\x80\x99s talk domestic violence! Covid 19 and self isolation can be a death sentence for people living with a violent partn\xe2\x80\xa6'
2022-02-17 18:15:38+00:00,b'RT @RogerPielkeJr: This is an incredible mess of an article arguing that the idea of a COVID-19 lab leak is conspiracy theory just like cli\xe2\x80\xa6'
2022-02-17 18:15:37+00:00,"b'Sajid Javid: Support for 500,000 Immunocompromised People for whom Covid-19 remains a significant risk https://t.co/sAqJa0okym via @UKChange'"
2022-02-17 18:15:37+00:00,"b'""Welcome To 2030: I Own Nothing, Have No Privacy And Life Has Never Been Better"" Ida Auken (WEF), 2016.\n\nThis shit\xe2\x80\xa6 https://t.co/Iqf0LYY4Pc'"
2022-02-17 18:15:36+00:00,"b'How Covid-19 vaccines succeeded in saving a million US lives, in charts. The lives saved in Canada are probably pro\xe2\x80\xa6 https://t.co/j4xQcdq3LC'"
2022-02-17 18:15:36+00:00,b'RT @VPrasadMDMPH: Happy to see people become billionaires from making life saving vaccines\n\nBut if they want to make billions more by makin\xe2\x80\xa6'
2022-02-17 18:15:35+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"
2022-02-17 18:15:34+00:00,"b""RT @squillifish: @sam06595516 @chrischirp @readthinkwalk This was 2021. Doesn't i clude the https://t.co/khyuj3f5Sm\n\nhttps://t.co/cfhYMLnBOB"""
2022-02-17 18:15:34+00:00,b'RT @ronnyolson: @PeterSweden7 Strange how some governments went full dictatorship. Thank you Covid-19 \xf0\x9f\x91\x8dto show us the truth.'
2022-02-17 18:15:33+00:00,b'RT @Parsifaler: 1) A UNIFYING THEORY OF COVID-19 PATHOLOGY: THE SPIKE PROTEIN AS SCLEROTHERAPEUTIC\nTRANSFORMING THE VASCULATURE INTO SCAR T\xe2\x80\xa6'
2022-02-17 18:15:32+00:00,b'RT @CBCNews: Some Canadians are at risk of severe COVID-19 complications because of their medical conditions.\nAnd some of those people say\xe2\x80\xa6'
2022-02-17 18:15:32+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"
2022-02-17 18:15:32+00:00,b'RT @FSA_OC: Getting a FREE COVID-19 vaccine is simple and convenient at our two  vaccine clinics. Make an appointment today at  https://t.c\xe2\x80\xa6'
2022-02-17 18:15:30+00:00,"b'Maybe, but our Government were taken by surprise by the Brexit vote &amp; were ill prepared for it ! Subsequently Covid\xe2\x80\xa6 https://t.co/DBL5rBwYSI'"
2022-02-17 18:15:29+00:00,"b'RT @sleep_bahammam: Our new paper:\n\n""Neuropsychiatric Consequences of COVID-19 Pandemic: A Synthetic Review from a Global Perspective""\n\nhtt\xe2\x80\xa6'"
2022-02-17 18:15:27+00:00,b'@IAmBatman365 @wyviskildary @dgurdasani1 It\xe2\x80\x99s not possible for the vaccine to cause covid 19.  It seems it is possi\xe2\x80\xa6 https://t.co/rkQCGw7gve'
2022-02-17 18:15:27+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"
2022-02-17 18:15:27+00:00,"b'RT @Covid19Critical: Does your doctor have an ulterior motive? ""Ongoing threats against the livelihoods of doctors prescribing other proven\xe2\x80\xa6'"
2022-02-17 18:15:26+00:00,"b""@RicharLisa Why aren't you speaking for these vulnerable?\xe2\x96\xb6\xef\xb8\x8f\xe2\x80\x9cThe majority of adverse event reports were from females\xe2\x80\xa6 https://t.co/6owzN5doOf"""
2022-02-17 18:15:25+00:00,"b'RT @Covid19Place: 26,254 not including Labuan\nMalaysia: Covid19 Update\nhttps://t.co/Zg3RHpXuth\nLIVE! New Cases by Cities &amp; Areas\n@ShafiqAbd\xe2\x80\xa6'"
2022-02-17 18:15:25+00:00,b'RT @GabrielDolan1: #FreeToProtest On Monday next Mombasa Court will sentence six young men for protesting the theft of Covid-19 Funds. Mean\xe2\x80\xa6'
2022-02-17 18:15:24+00:00,b'RT @MollieeWalkerr: #NYR Patrik Nemeth goes on injured reserve with lingering effects of COVID-19 \xe2\xac\x87\xef\xb8\x8f\n\nhttps://t.co/usWRYXOt1q via @nypostsp\xe2\x80\xa6'
2022-02-17 18:15:24+00:00,b'RT @MichaelPSenger: Controlling COVID-19 has always been a lie.'
2022-02-17 18:15:24+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'
2022-02-17 18:15:23+00:00,b'Dr. Nasima Akhter from Bangladeshi-Canadian Community Services shares her findings and research on Abuse and violen\xe2\x80\xa6 https://t.co/tPwPdo8edL'
2022-02-17 18:15:23+00:00,b'RT @NanaimoBulletin: Health Canada approves Novavax protein-based COVID-19 vaccine https://t.co/GE0hBNzrIT'
2022-02-17 18:15:23+00:00,b'RT @SortedEagle: Ottawa\xe2\x80\x99s police chief resigned Tuesday after criticism that he did not do enough to stop Covid-19 protests that have paral\xe2\x80\xa6'
2022-02-17 18:15:22+00:00,"b'RT @gelliottmorris: Pretty striking: Support for mandatory vaccines in K-12 schools \xe2\x80\x94 not specifically on covid-19, just in general \xe2\x80\x94 is un\xe2\x80\xa6'"
2022-02-17 18:15:22+00:00,b'RT @emilio__ferrara: A deeper look into both the general #COVID19 conversation and the misinformation narratives on Twitter between January\xe2\x80\xa6'
2022-02-17 18:15:22+00:00,b'RT @RogerPielkeJr: This is an incredible mess of an article arguing that the idea of a COVID-19 lab leak is conspiracy theory just like cli\xe2\x80\xa6'
2022-02-17 18:15:21+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'
2022-02-17 18:15:21+00:00,b'How does COVID-19 affect the brain?\xc2\xa0\xf0\x9f\xa7\xa0\n\nhttps://t.co/Oc1YDdTw9u #BrainTumor #BrainCancer'
2022-02-17 18:15:19+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'
2022-02-17 18:15:18+00:00,b'The study showed the completion of vaccination during pregnancy was associated with reduced risk for COVID-19-assoc\xe2\x80\xa6 https://t.co/4T0BZhgYie'
2022-02-17 18:15:17+00:00,"b'RT @natlhousingconf: NHC has over 3,000 COVID-19 housing resources. From information for #renters and #homeowners to the latest #policy and\xe2\x80\xa6'"
2022-02-17 18:15:17+00:00,b'RT @Parsifaler: 1) A UNIFYING THEORY OF COVID-19 PATHOLOGY: THE SPIKE PROTEIN AS SCLEROTHERAPEUTIC\nTRANSFORMING THE VASCULATURE INTO SCAR T\xe2\x80\xa6'
2022-02-17 18:15:16+00:00,"b'RT @MSNBC: ""The death toll is still at its second-highest point ever \xe2\x80\x94 2,400 people dying in the U.S. everyday,"" @AriMelber says on the cur\xe2\x80\xa6'"
2022-02-17 18:15:14+00:00,"b'There are 16 people in hospital because of COVID-19, 11 in non-critical care and five in critical care.\n\nThere hasb\xe2\x80\xa6 https://t.co/2rgPiZ33fU'"
2022-02-17 18:15:14+00:00,"b'@globalnews No truth of the origin source of the Covid-19, no real effective vaccine.Stop the Vaxxine scam! Lift al\xe2\x80\xa6 https://t.co/VRgAyRmDLD'"
2022-02-17 18:15:13+00:00,b'RT @News24: A new study has found that a face mask or N95 mask worn in an indoor public setting is associated with a lower risk of being in\xe2\x80\xa6'
2022-02-17 18:15:12+00:00,"b""COVID-19 vaccines may improve consumers' mental health, study finds https://t.co/SoIVq0LaNB https://t.co/JCoXyn0IML"""
2022-02-17 18:15:11+00:00,"b'RT @APTNNews: The Innu community of Unamen Shipu was recently rocked with a COVID-19 outbreak, leading to the death of three Elders.\n\nOne o\xe2\x80\xa6'"
2022-02-17 18:15:11+00:00,"b'RT @kallmemeg: As is the case for any hot issue, there will always be a place for strong voices that advocate for vulnerable groups &amp; call\xe2\x80\xa6'"
2022-02-17 18:15:11+00:00,"b'RT @OCpublichealth: OCHD DAILY COVID-19 CASES FOR FEBRUARY 17, 2022 https://t.co/jFbjm0xFll https://t.co/tR3h4Scsi1'"
2022-02-17 18:15:11+00:00,"b""RT @RepAndyBiggsAZ: COVID-19 uncovered the true freedom-fighters and freedom-takers in our world. \n\nDon't ever forget their names."""
2022-02-17 18:15:10+00:00,b'RT @EssexPR: Vaccinate the vulnerable turned into vaccinate anything that moves.\nIt was either the plan from the off and they lied or they\xe2\x80\xa6'
2022-02-17 18:15:10+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"
2022-02-17 18:15:10+00:00,"b'RT @johndefeo: The COVID-19 pandemic has laid bare many shortcomings and frailties in our society, but for me, none has been more damaging\xe2\x80\xa6'"
2022-02-17 18:15:09+00:00,b'RT @RipperJacqthe: Federal police have confirmed the use of LRAD devices at #Canberra protest\n\n@ScottMorrisonMP  These are everyday people.\xe2\x80\xa6'
2022-02-17 18:15:09+00:00,b'@JohnPNJ1 Lol yes but I think the illustration is supposed to depict the left using the Covid 19 card constantly.  Aka beating a dead horse'
2022-02-17 18:15:09+00:00,b'RT @ajacquitaylor: 2) A document just released by the U.S. Food and Drug Administration (FDA) openly admits that the infamous PCR test for\xe2\x80\xa6'
